## Symbol Dependencies
name,kind,location,is_cycle,is_static,dependencies
xmlSetListDoc,function,tree.c:2624,,,xmlNode;xmlDoc;xmlNodePtr;XMLPUBFUN
xmlNewChild,function,tree.c:2662,,,xmlNode;xmlNs;xmlNodePtr;xmlChar
xmlAddNextSibling,function,tree.c:2882,,,xmlNode
xmlAddPrevSibling,function,tree.c:2911,,,xmlNode
xmlAddSibling,function,tree.c:2942,,,xmlNode
xmlAddChildList,function,tree.c:2976,,,xmlNode;xmlNodePtr
xmlAddChild,function,tree.c:3083,,,xmlNode;xmlNodePtr
xmlChildElementCount,function,tree.c:3146,,,xmlNode;xmlNodePtr;XMLPUBFUN
xmlFirstElementChild,function,tree.c:3180,,,xmlNode;xmlNodePtr
xmlLastElementChild,function,tree.c:3213,,,xmlNode;xmlNodePtr
xmlPreviousElementSibling,function,tree.c:3246,,,xmlNode
xmlNextElementSibling,function,tree.c:3280,,,xmlNode
xmlFreeNodeList,function,tree.c:3312,,,xmlNsPtr;xmlChar;xmlNode;xmlDocPtr;xmlNodePtr;XMLPUBFUN;xmlDictPtr
xmlFreeNode,function,tree.c:3402,,,xmlNsPtr;xmlAttrPtr;xmlDtdPtr;XMLPUBFUN;xmlDictPtr;xmlChar;xmlNode;xmlEntityPtr
xmlUnlinkNode,function,tree.c:3502,,,xmlDocPtr;xmlNode;xmlEntityPtr;xmlDtdPtr;XMLPUBFUN
xmlReplaceNode,function,tree.c:3543,,,xmlNode;xmlAttrPtr
xmlCopyPropList,function,tree.c:3791,,,xmlNode;xmlAttr;xmlAttrPtr
xmlStaticCopyNode,function,tree.c:3844,,,xmlDoc;xmlNsPtr;xmlAttrPtr;xmlNode;xmlDocPtr;xmlNodePtr
xmlStaticCopyNodeList,function,tree.c:4038,,,xmlNode;xmlDoc;xmlNodePtr;xmlDtdPtr
xmlGetLineNo,function,tree.c:4428,,,xmlNode;XMLPUBFUN
xmlGetNodePath,function,tree.c:4441,,,xmlNode;xmlAttrPtr;xmlChar
xmlDocGetRootElement,function,tree.c:4697,,,xmlNode;xmlDoc;xmlNodePtr
xmlDocSetRootElement,function,tree.c:4725,,,xmlNode;xmlDoc;xmlNodePtr
xmlNodeSetLang,function,tree.c:4765,,,xmlNsPtr;xmlAttrPtr;xmlChar;xmlNode;XMLPUBFUN
xmlNodeGetLang,function,tree.c:4794,,,xmlNode;xmlChar
xmlNodeSetSpacePreserve,function,tree.c:4825,,,xmlNode;xmlNsPtr;xmlAttrPtr;XMLPUBFUN
xmlNodeGetSpacePreserve,function,tree.c:4860,,,xmlNode;XMLPUBFUN;xmlChar
xmlNodeSetName,function,tree.c:4897,,,xmlChar;xmlNode;xmlDocPtr;XMLPUBFUN;xmlDictPtr
xmlNodeSetBase,function,tree.c:4944,,,xmlNsPtr;xmlChar;xmlNode;xmlDocPtr;XMLPUBFUN
xmlNodeGetBaseSafe,function,tree.c:5005,,,xmlDoc;xmlChar;xmlNode;xmlEntityPtr;XMLPUBFUN
xmlNodeBufGetContent,function,tree.c:5134,,,xmlNode;xmlBuffer;xmlBufPtr;XMLPUBFUN
xmlBufGetNodeContent,function,tree.c:5224,,,xmlNode;xmlBuf;xmlNsPtr;XMLPUBFUN
xmlNodeGetContent,function,tree.c:5275,,,xmlBufPtr;xmlNsPtr;xmlChar;xmlNode;xmlNodePtr
xmlNodeSetContent,function,tree.c:5397,,,xmlNode;XMLPUBFUN;xmlChar
xmlNodeSetContentLen,function,tree.c:5410,,,xmlNode;XMLPUBFUN;xmlChar
xmlNodeAddContentLen,function,tree.c:5427,,,xmlNode;xmlNodePtr;XMLPUBFUN;xmlChar
xmlNodeAddContent,function,tree.c:5474,,,xmlNode;XMLPUBFUN;xmlChar
xmlTextMerge,function,tree.c:5488,,,xmlNode
xmlGetNsListSafe,function,tree.c:5522,,,xmlDoc;xmlNsPtr;xmlNode;xmlNs;XMLPUBFUN
xmlSearchNsSafe,function,tree.c:5660,,,xmlNs;xmlNsPtr;xmlChar;xmlNode;xmlDocPtr;xmlNodePtr;XML_HIDDEN
xmlSearchNsByHrefSafe,function,tree.c:5807,,,xmlNs;xmlNsPtr;xmlChar;xmlNode;xmlDocPtr;xmlNodePtr;XML_HIDDEN
xmlReconciliateNs,function,tree.c:6009,,,xmlDoc;xmlNsPtr;xmlAttrPtr;xmlNode;xmlNodePtr;XMLPUBFUN;xmlNsCache
xmlHasProp,function,tree.c:6283,,,xmlAttrPtr;xmlChar;xmlNode;xmlDocPtr;xmlAttr;xmlAttributePtr
xmlNodeGetAttrValue,function,tree.c:6361,,,xmlNode;xmlAttrPtr;XMLPUBFUN;xmlChar
xmlUnsetProp,function,tree.c:6479,,,xmlAttrPtr;xmlChar;xmlNode;xmlNodePtr;XMLPUBFUN
xmlUnsetNsProp,function,tree.c:6499,,,xmlAttrPtr;xmlChar;xmlNode;xmlNs;xmlNodePtr;XMLPUBFUN
xmlSetProp,function,tree.c:6522,,,xmlNode;xmlNsPtr;xmlAttr;xmlChar
xmlSetNsProp,function,tree.c:6562,,,xmlAttrPtr;xmlChar;xmlNode;xmlNs;xmlNodePtr;xmlAttr
xmlNodeIsText,function,tree.c:6626,,,xmlNode;XMLPUBFUN
xmlIsBlankNode,function,tree.c:6641,,,xmlNode;XMLPUBFUN;xmlChar
xmlTextConcat,function,tree.c:6670,,,xmlNode;XMLPUBFUN;xmlChar
xmlDOMWrapRemoveNode,function,tree.c:7101,,,xmlDoc;xmlNsPtr;xmlDOMWrapCtxt;xmlNode;xmlNodePtr;XMLPUBFUN
xmlDOMWrapReconcileNamespaces,function,tree.c:7615,,,xmlNsPtr;xmlNsMapItemPtr;xmlNodePtr;XMLPUBFUN;xmlDOMWrapCtxt;xmlNsMapPtr;xmlNode;xmlDocPtr;xmlDOMReconcileNSOptions
xmlDOMWrapCloneNode,function,tree.c:8160,,,xmlNsPtr;xmlAttrPtr;xmlNsMapItemPtr;xmlNodePtr;XMLPUBFUN;xmlDictPtr;xmlDoc;xmlDOMWrapCtxt;xmlNsMapPtr;xmlChar;xmlNode;xmlEntityPtr
xmlDOMWrapAdoptNode,function,tree.c:8766,,,xmlDoc;xmlAttrPtr;xmlDOMWrapCtxt;xmlNode;XMLPUBFUN
xmlDumpAttributeDecl,function,valid.c:1841,,,xmlBuffer;xmlNodePtr;xmlSaveCtxtPtr;xmlAttribute
xmlGetDtdAttrDesc,function,valid.c:2920,,,xmlAttributeTablePtr;xmlAttribute;xmlChar;xmlAttributePtr;xmlDtd
xmlGetDtdQAttrDesc,function,valid.c:2955,,,xmlAttribute;xmlAttributeTablePtr;xmlDtd;xmlChar
xmlAddIDSafe,function,valid.c:2260,,,xmlAttr;XMLPUBFUN;xmlChar
xmlRemoveID,function,valid.c:2395,,,xmlDoc;xmlAttr;XMLPUBFUN;xmlIDTablePtr
xmlGetID,function,valid.c:2420,,,xmlDoc;xmlAttrPtr;xmlIDPtr;xmlChar;xmlIDTablePtr;xmlAttr
xmlRemoveRef,function,valid.c:2703,,,xmlDoc;xmlRefTablePtr;xmlChar;xmlListPtr;xmlAttr;xmlRemoveMemo
xmlIsID,function,valid.c:2327,,,xmlDoc;xmlChar;xmlNode;xmlAttributePtr;xmlAttr;XMLPUBFUN
xmlIsRef,function,valid.c:2659,,,xmlDoc;xmlChar;xmlNode;xmlAttributePtr;xmlAttr
xmlValidNormalizeAttributeValue,function,valid.c:3577,,,xmlNode;xmlDoc;xmlAttributePtr;xmlChar
xmlValidCtxt,struct,include/libxml/valid.h:64,,,xmlValidState;xmlDoc;xmlValidityWarningFunc;xmlAutomataState;xmlNode;xmlValidityErrorFunc;xmlAutomata
xmlXIncludeProcessTreeFlagsData,function,xinclude.c:2059,,,xmlNode;xmlXIncludeCtxtPtr;XMLPUBFUN
xmlXIncludeProcessTreeFlags,function,xinclude.c:2136,,,xmlNode;xmlXIncludeCtxtPtr;XMLPUBFUN
xmlXIncludeProcessTree,function,xinclude.c:2163,,,xmlNode;XMLPUBFUN
xmlXIncludeProcessNode,function,xinclude.c:2177,,,xmlNode;xmlXIncludeCtxt;XMLPUBFUN
xlinkIsLink,function,xlink.c:107,,,xlinkType;xmlDoc;xmlNsPtr;xmlChar;xmlNode
xmlTextReaderExpand,function,xmlreader.c:1573,,,xmlNode;xmlTextReader
xmlTextReaderPreserve,function,xmlreader.c:3816,,,xmlNode;xmlTextReader;xmlNodePtr
xmlAttrSerializeTxtContent,function,xmlsave.c:2159,,,xmlOutputBufferPtr;xmlDoc;xmlChar;xmlBuffer;xmlAttr;XMLPUBFUN
xmlSaveTree,function,xmlsave.c:1978,,,xmlNode;xmlSaveCtxt;XMLPUBFUN
xmlNodeDump,function,xmlsave.c:2195,,,xmlBufPtr;xmlDoc;xmlNode;xmlBuffer;XMLPUBFUN
xmlBufNodeDump,function,xmlsave.c:2237,,,xmlOutputBufferPtr;xmlBuf;xmlDoc;xmlNode;XMLPUBFUN
xmlElemDump,function,xmlsave.c:2286,,,xmlNode;xmlOutputBufferPtr;xmlDoc;XMLPUBFUN
xmlNodeDumpOutput,function,xmlsave.c:2332,,,xmlOutputBuffer;xmlDoc;xmlSaveCtxt;xmlChar;xmlNode;xmlDtdPtr;XMLPUBFUN
xmlSchemaValidateOneElement,function,xmlschemas.c:27708,,,xmlNode;xmlSchemaValidCtxt;XMLPUBFUN
xmlNewTextWriterTree,function,xmlwriter.c:396,,,xmlSAXHandler;xmlDoc;xmlNode;xmlParserCtxtPtr;xmlTextWriter;xmlTextWriterPtr
xmlXPathCmpNodes,function,xpath.c:2395,,,xmlNode;XML_INTPTR_T;xmlNodePtr;XMLPUBFUN
xmlXPathCastNodeToNumber,function,xpath.c:4541,,,xmlNode;XMLPUBFUN
xmlXPathContext,struct,include/libxml/xpath.h:253,,,xmlXPathAxis;xmlDict;xmlXPathVariableLookupFunc;xmlStructuredErrorFunc;xmlNs;xmlDoc;xmlChar;xmlError;xmlNode;xmlXPathFuncLookupFunc;xmlXPathType;xmlHashTable
xmlNodeSet,struct,include/libxml/xpath.h:81,,,xmlNode
xmlC14NDocSaveTo,function,c14n.c:1917,,,xmlDoc;xmlOutputBuffer;xmlNodeSet;xmlChar;XMLPUBFUN
xmlC14NDocDumpMemory,function,c14n.c:1950,,,xmlOutputBufferPtr;xmlDoc;xmlNodeSet;xmlChar;XMLPUBFUN
xmlC14NDocSave,function,c14n.c:2018,,,xmlOutputBufferPtr;xmlDoc;xmlNodeSet;xmlChar;XMLPUBFUN
xmlParserCtxt,struct,include/libxml/parser.h:243,,,xmlParserMode;xmlParserNodeInfo;xmlResourceLoader;xmlDict;xmlStructuredErrorFunc;xmlAttr;xmlParserInputState;xmlParserNsData;xmlDoc;xmlCharEncConvImpl;xmlNode;xmlAttrHashBucket;xmlHashTable;xmlValidCtxt;xmlParserInput;XML_DEPRECATED_MEMBER;xmlStartTag;xmlChar;xmlError;xmlParserNodeInfoSeq
xmlSchemaFacet,struct,include/libxml/schemasInternals.h:679,,,xmlSchemaTypeType;xmlChar;xmlNode;xmlSchemaVal;xmlRegexp;xmlSchemaAnnot
xmlSchemaWildcard,struct,include/libxml/schemasInternals.h:284,,,xmlSchemaTypeType;xmlChar;xmlNode;xmlSchemaAnnot;xmlSchemaWildcardNs
xmlSchemaNotation,struct,include/libxml/schemasInternals.h:697,,,xmlSchemaAnnot;xmlSchemaTypeType;xmlChar
xmlSchema,struct,include/libxml/schemasInternals.h:757,,,xmlDoc;xmlChar;xmlHashTable;xmlSchemaAnnot;xmlDict
xmlDumpElementDecl,function,valid.c:1345,,,xmlElement;xmlBuffer;xmlNodePtr;xmlSaveCtxtPtr
xmlGetDtdElementDesc,function,valid.c:2795,,,xmlElement;xmlElementTablePtr;xmlChar;xmlDtd;xmlElementPtr
xmlGetDtdQElementDesc,function,valid.c:2898,,,xmlElement;xmlDtd;xmlElementTablePtr;xmlChar
xmlValidBuildContentModel,function,valid.c:586,,,xmlValidCtxt;xmlNodePtr;xmlElement
xmlNewValidCtxt,function,valid.c:653,,,xmlValidCtxt;xmlValidCtxtPtr
xmlFreeValidCtxt,function,valid.c:672,,,xmlValidCtxt;XMLPUBFUN
xmlAddElementDecl,function,valid.c:1094,,,xmlValidCtxt;xmlElementContentPtr;xmlElementContent;xmlElementTablePtr;xmlNodePtr;xmlDtd;xmlElementPtr;xmlDictPtr;xmlElement;xmlChar;xmlAttributePtr;xmlElementTypeVal
xmlAddAttributeDecl,function,valid.c:1564,,,xmlValidCtxt;xmlAttributeTablePtr;xmlNodePtr;xmlDtd;xmlElementPtr;xmlDictPtr;xmlEnumeration;xmlAttributeDefault;xmlChar;xmlAttribute;xmlAttributeType;xmlAttributePtr
xmlAddNotationDecl,function,valid.c:1926,,,xmlValidCtxt;xmlNotationPtr;xmlChar;xmlNotationTablePtr;xmlNotation;xmlDtd;xmlDictPtr
xmlAddID,function,valid.c:2274,,,xmlValidCtxt;xmlDoc;xmlID;xmlIDPtr;xmlChar;xmlAttr
xmlAddRef,function,valid.c:2545,,,xmlValidCtxt;xmlRefTablePtr;xmlRefPtr;xmlAttr;xmlRef;xmlDoc;xmlChar;xmlListPtr
xmlValidateNotationUse,function,valid.c:2999,,,xmlValidCtxt;xmlDoc;xmlNotationPtr;xmlChar;xmlNodePtr
xmlValidateNotationDecl,function,valid.c:3266,,,xmlValidCtxt;xmlNotation;xmlDoc
xmlValidCtxtNormalizeAttributeValue,function,valid.c:3484,,,xmlValidCtxt;xmlDoc;xmlChar;xmlNode;xmlAttributePtr
xmlValidateAttributeDecl,function,valid.c:3641,,,xmlValidCtxt;xmlAttributeTablePtr;xmlNodePtr;xmlElementPtr;xmlDoc;xmlAttribute;xmlChar;xmlEnumerationPtr
xmlValidateElementDecl,function,valid.c:3769,,,xmlValidCtxt;xmlDoc;xmlElementContentPtr;xmlElement;xmlChar;xmlNodePtr;xmlElementPtr
xmlValidateOneAttribute,function,valid.c:3896,,,xmlValidCtxt;xmlAttr;xmlNotationPtr;xmlDoc;xmlChar;xmlNode;xmlEnumerationPtr;xmlAttributePtr
xmlValidateOneNamespace,function,valid.c:4066,,,xmlValidCtxt;xmlNotationPtr;xmlDoc;xmlChar;xmlNode;xmlNs;xmlEnumerationPtr;xmlAttributePtr
xmlValidatePushElement,function,valid.c:5209,,,xmlValidCtxt;xmlDoc;xmlChar;xmlNode;xmlValidStatePtr;xmlElementPtr
xmlValidatePushCData,function,valid.c:5306,,,xmlValidCtxt;xmlValidStatePtr;xmlChar;xmlElementPtr
xmlValidatePopElement,function,valid.c:5378,,,xmlValidCtxt;xmlDoc;xmlChar;xmlNode;xmlValidStatePtr;xmlElementPtr
xmlValidateOneElement,function,valid.c:5445,,,xmlValidCtxt;xmlNsPtr;xmlElementContentPtr;xmlAttrPtr;xmlNodePtr;xmlElementPtr;xmlDoc;xmlChar;xmlNode;xmlAttributePtr
xmlValidateRoot,function,valid.c:5729,,,xmlValidCtxt;xmlNodePtr;xmlChar;xmlDoc
xmlValidateElement,function,valid.c:5791,,,xmlValidCtxt;xmlNsPtr;xmlAttrPtr;xmlNodePtr;XMLPUBFUN;xmlDoc;xmlChar;xmlNode
xmlValidateDocumentFinal,function,valid.c:5986,,,xmlParserInputPtr;xmlValidCtxt;xmlDoc;xmlRefTablePtr;xmlParserCtxtPtr
xmlValidateDtd,function,valid.c:6043,,,xmlValidCtxt;xmlDoc;xmlNodePtr;xmlDtd;xmlDtdPtr;XMLPUBFUN
xmlValidateDtdFinal,function,valid.c:6205,,,xmlValidCtxt;xmlAttributeTablePtr;xmlDoc;xmlEntitiesTablePtr;xmlDtdPtr
xmlValidateDocument,function,valid.c:6343,,,xmlValidCtxt;XMLPUBFUN;xmlDoc
xmlValidGetValidElements,function,valid.c:6456,,,xmlValidCtxt;xmlElement;xmlChar;xmlNode;XMLPUBFUN
xmlXPathErrMemory,function,xpath.c:676,,,xmlXPathContext;XML_HIDDEN
xmlXPathContextSetCache,function,xpath.c:1562,,,xmlXPathContext;xmlXPathContextCachePtr;XMLPUBFUN
xmlXPathRegisterFunc,function,xpath.c:3659,,,xmlXPathContext;xmlXPathFunction;XMLPUBFUN;xmlChar
xmlXPathRegisterFuncNS,function,xpath.c:3674,,,xmlXPathContext;xmlXPathFunction;XMLPUBFUN;xmlChar
xmlXPathRegisterFuncLookup,function,xpath.c:3710,,,xmlXPathFuncLookupFunc;xmlXPathContext;XMLPUBFUN
xmlXPathFunctionLookup,function,xpath.c:3728,,,xmlXPathContext;xmlXPathFunction;XMLPUBFUN;xmlChar
xmlXPathFunctionLookupNS,function,xpath.c:3742,,,xmlXPathContext;xmlXPathFunction;xmlChar;xmlXPathFuncLookupFunc;XMLPUBFUN
xmlXPathRegisteredFuncsCleanup,function,xpath.c:3792,,,xmlXPathContext;XMLPUBFUN
xmlXPathRegisterVariableLookup,function,xpath.c:3859,,,xmlXPathContext;xmlXPathVariableLookupFunc;XMLPUBFUN
xmlXPathRegisteredVariablesCleanup,function,xpath.c:3927,,,xmlXPathContext;XMLPUBFUN
xmlXPathRegisterNs,function,xpath.c:3945,,,xmlXPathContext;XMLPUBFUN;xmlChar
xmlXPathNsLookup,function,xpath.c:3990,,,xmlXPathContext;xmlChar
xmlXPathRegisteredNsCleanup,function,xpath.c:4018,,,xmlXPathContext;XMLPUBFUN
xmlXPathNewContext,function,xpath.c:4705,,,xmlXPathContext;xmlXPathContextPtr;xmlDoc
xmlXPathFreeContext,function,xpath.c:4747,,,xmlXPathContext;xmlXPathContextCachePtr;XMLPUBFUN
xmlXPathSetErrorHandler,function,xpath.c:4769,,,xmlXPathContext;xmlStructuredErrorFunc;XMLPUBFUN
xmlXPathCtxtCompile,function,xpath.c:11750,,,xmlXPathCompExprPtr;xmlXPathContext;xmlChar;xmlXPathParserContextPtr;xmlXPathContextPtr;xmlXPathCompExpr
xmlXPathCompiledEvalToBoolean,function,xpath.c:11915,,,xmlXPathContext;XMLPUBFUN;xmlXPathCompExpr
xmlXPathSetContextNode,function,xpath.c:12026,,,xmlNode;xmlXPathContext;XMLPUBFUN
xmlXPathRegisterAllFunctions,function,xpath.c:12077,,,xmlXPathContext;XMLPUBFUN
xmlXPathNodeSetSort,function,xpath.c:2537,,,xmlNodePtr;xmlNodeSet;XMLPUBFUN
xmlXPathNodeSetCreate,function,xpath.c:2652,,,xmlNsPtr;xmlNodeSet;xmlNode;xmlNodePtr;xmlNodeSetPtr
xmlXPathNodeSetContains,function,xpath.c:2692,,,xmlNode;xmlNsPtr;xmlNodeSet;XMLPUBFUN
xmlXPathNodeSetAddNs,function,xpath.c:2746,,,xmlNsPtr;xmlNodeSet;xmlNode;xmlNs;xmlNodePtr;XMLPUBFUN
xmlXPathNodeSetAdd,function,xpath.c:2789,,,xmlNsPtr;xmlNodeSet;xmlNode;xmlNodePtr;XMLPUBFUN
xmlXPathNodeSetAddUnique,function,xpath.c:2830,,,xmlNsPtr;xmlNodeSet;xmlNode;xmlNodePtr;XMLPUBFUN
xmlXPathNodeSetMerge,function,xpath.c:2865,,,xmlNodePtr;xmlNodeSet;xmlNsPtr
xmlXPathNodeSetDel,function,xpath.c:3037,,,xmlNode;xmlNsPtr;xmlNodeSet;XMLPUBFUN
xmlXPathNodeSetRemove,function,xpath.c:3068,,,xmlNsPtr;xmlNodeSet;XMLPUBFUN
xmlXPathFreeNodeSet,function,xpath.c:3086,,,xmlNsPtr;xmlNodeSet;XMLPUBFUN
xmlXPathDifference,function,xpath.c:3288,,,xmlNodePtr;xmlNodeSet;xmlNodeSetPtr
xmlXPathIntersection,function,xpath.c:3326,,,xmlNodePtr;xmlNodeSet;xmlNodeSetPtr
xmlXPathDistinctSorted,function,xpath.c:3361,,,xmlNodeSet;xmlHashTablePtr;xmlChar;xmlNodePtr;xmlNodeSetPtr
xmlXPathHasSameNodes,function,xpath.c:3428,,,xmlNodePtr;xmlNodeSet;XMLPUBFUN
xmlXPathNodeLeadingSorted,function,xpath.c:3456,,,xmlNode;xmlNodePtr;xmlNodeSet;xmlNodeSetPtr
xmlXPathLeading,function,xpath.c:3533,,,xmlNodeSet
xmlXPathNodeTrailingSorted,function,xpath.c:3555,,,xmlNode;xmlNodePtr;xmlNodeSet;xmlNodeSetPtr
xmlXPathTrailing,function,xpath.c:3633,,,xmlNodeSet
xmlXPathCastNodeSetToNumber,function,xpath.c:4552,,,xmlNodeSet;xmlChar;XMLPUBFUN
xmlXPathCastNodeSetToBoolean,function,xpath.c:4628,,,xmlNodeSet;XMLPUBFUN
xmlXPathObject,struct,include/libxml/xpath.h:120,,,xmlXPathObjectType;xmlNodeSet;xmlChar
xmlXPtrNewContext,function,xpointer.c:576,,,xmlNode;xmlXPathContext;xmlXPathContextPtr;xmlDoc
htmlCtxtReadDoc,function,HTMLparser.c:5876,,,xmlParserInputPtr;xmlDoc;xmlChar;xmlParserCtxt
htmlCtxtReadFile,function,HTMLparser.c:5908,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
htmlCtxtReadMemory,function,HTMLparser.c:5941,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
htmlCtxtReadFd,function,HTMLparser.c:5976,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
htmlCtxtReadIO,function,HTMLparser.c:6009,,,xmlParserInputPtr;xmlDoc;xmlInputCloseCallback;xmlInputReadCallback;xmlParserCtxt
xmlByteConsumed,function,encoding.c:2222,,,xmlParserInputPtr;xmlCharEncodingHandler;xmlParserCtxt
xmlParserNsLookupSax,function,parser.c:1586,,,xmlHashedString;xmlChar;xmlParserCtxt
xmlParserNsUpdateSax,function,parser.c:1616,,,xmlHashedString;XML_HIDDEN;xmlChar;xmlParserCtxt
xmlCtxtPushInput,function,parser.c:1911,,,xmlParserInputPtr;XMLPUBFUN;xmlParserInput;xmlParserCtxt
xmlCtxtPopInput,function,parser.c:1980,,,xmlParserInputPtr;xmlParserInput;xmlParserCtxt
nodePush,function,parser.c:2008,,,xmlNode;xmlNodePtr;XML_HIDDEN;xmlParserCtxt
nodePop,function,parser.c:2052,,,xmlNode;xmlNodePtr;xmlParserCtxt
xmlSkipBlankChars,function,parser.c:2340,,,xmlChar;xmlParserCtxt
xmlPopInput,function,parser.c:2502,,,xmlParserInputPtr;xmlChar;xmlParserCtxt
xmlPushInput,function,parser.c:2523,,,xmlParserInput;xmlParserCtxt
xmlParseCharRef,function,parser.c:2551,,,xmlParserCtxt
xmlParserHandlePEReference,function,parser.c:2765,,,xmlParserCtxt
xmlStringLenDecodeEntities,function,parser.c:2783,,,xmlChar;xmlParserCtxt
xmlStringDecodeEntities,function,parser.c:2809,,,xmlChar;xmlParserCtxt
xmlSplitQName,function,parser.c:2926,,,xmlChar;xmlParserCtxt
xmlParseName,function,parser.c:3173,,,xmlChar;xmlParserCtxt
xmlParseNmtoken,function,parser.c:3403,,,xmlChar;xmlParserCtxt
xmlParseEntityValue,function,parser.c:3634,,,xmlSBuf;xmlChar;xmlParserCtxt
xmlExpandEntitiesInAttValue,function,parser.c:3988,,,xmlSBuf;xmlChar;xmlParserCtxt
xmlParseSystemLiteral,function,parser.c:4339,,,xmlChar;xmlParserCtxt
xmlParsePubidLiteral,function,parser.c:4411,,,xmlChar;xmlParserCtxt
xmlParseCharData,function,parser.c:4735,,,ATTRIBUTE_UNUSED;xmlParserCtxt
xmlParseExternalID,function,parser.c:4762,,,xmlChar;xmlParserCtxt
xmlParseComment,function,parser.c:4939,,,xmlChar;xmlParserCtxt
xmlParsePITarget,function,parser.c:5091,,,xmlChar;xmlParserCtxt
xmlParsePI,function,parser.c:5205,,,xmlChar;xmlCatalogAllow;xmlParserCtxt
xmlParseNotationDecl,function,parser.c:5329,,,xmlChar;xmlParserCtxt
xmlParseEntityDecl,function,parser.c:5417,,,xmlEntityPtr;xmlChar;xmlParserCtxt
xmlParseDefaultDecl,function,parser.c:5670,,,xmlParserCtxt;xmlChar;xmlParserErrors
xmlParseNotationType,function,parser.c:5719,,,xmlEnumeration;xmlEnumerationPtr;xmlChar;xmlParserCtxt
xmlParseEnumerationType,function,parser.c:5794,,,xmlEnumeration;xmlEnumerationPtr;xmlChar;xmlParserCtxt
xmlParseEnumeratedType,function,parser.c:5867,,,xmlEnumeration;xmlParserCtxt
xmlParseAttributeType,function,parser.c:5930,,,xmlEnumeration;xmlParserCtxt
xmlParseAttributeListDecl,function,parser.c:5970,,,xmlEnumerationPtr;xmlChar;xmlParserCtxt
xmlParseElementMixedContentDecl,function,parser.c:6150,,,xmlElementContent;xmlElementContentPtr;xmlChar;xmlParserCtxt
xmlParseElementContentDecl,function,parser.c:6599,,,xmlElementContent;xmlElementContentPtr;xmlChar;xmlParserCtxt
xmlParseElementDecl,function,parser.c:6643,,,xmlElementContentPtr;xmlChar;xmlParserCtxt
xmlParseMarkupDecl,function,parser.c:6914,,,xmlParserCtxt
xmlParseTextDecl,function,parser.c:6961,,,xmlChar;xmlParserCtxt
xmlParseExternalSubset,function,parser.c:7035,,,xmlChar;xmlParserCtxt
xmlParseReference,function,parser.c:7104,,,xmlEntityPtr;xmlNodePtr;xmlChar;xmlParserCtxt
xmlParseEntityRef,function,parser.c:7499,,,xmlEntity;xmlChar;xmlParserCtxt
xmlParsePEReference,function,parser.c:7693,,,xmlParserCtxt
xmlParseDocTypeDecl,function,parser.c:7941,,,xmlChar;xmlParserCtxt
xmlParseAttribute,function,parser.c:8097,,,xmlChar;xmlParserCtxt
xmlParseStartTag,function,parser.c:8184,,,xmlChar;NXT;GROW;xmlParserCtxt
xmlParseEndTag,function,parser.c:8375,,,xmlParserCtxt
xmlParseCDSect,function,parser.c:9450,,,xmlChar;xmlParserCtxt
xmlParseContent,function,parser.c:9651,,,XMLPUBFUN;xmlParserCtxt
xmlParseElement,function,parser.c:9677,,,xmlChar;xmlParserCtxt
xmlParseVersionNum,function,parser.c:9876,,,xmlChar;xmlParserCtxt
xmlParseVersionInfo,function,parser.c:9947,,,xmlChar;xmlParserCtxt
xmlParseEncName,function,parser.c:9991,,,xmlChar;xmlParserCtxt
xmlParseEncodingDecl,function,parser.c:10062,,,xmlChar;xmlParserCtxt
xmlParseSDDecl,function,parser.c:10139,,,xmlParserCtxt
xmlParseXMLDecl,function,parser.c:10201,,,xmlChar;xmlParserCtxt
xmlCtxtGetStandalone,function,parser.c:10327,,,XMLPUBFUN;xmlParserCtxt
xmlParseMisc,function,parser.c:10344,,,xmlParserCtxt
xmlParseDocument,function,parser.c:10389,,,xmlParserCtxt;XMLPUBFUN;xmlSAXLocator
xmlParseExtParsedEnt,function,parser.c:10514,,,xmlParserCtxt;xmlSAXLocator
xmlParseChunk,function,parser.c:11245,,,xmlParserCtxt;XMLPUBFUN;xmlChar;xmlParserErrors
xmlCreatePushParserCtxt,function,parser.c:11369,,,xmlSAXHandler;xmlParserCtxtPtr;xmlParserInputPtr;xmlParserCtxt
xmlStopParser,function,parser.c:11402,,,XMLPUBFUN;xmlParserCtxt
xmlCreateIOParserCtxt,function,parser.c:11423,,,xmlSAXHandler;xmlParserInputPtr;xmlInputCloseCallback;xmlParserCtxtPtr;xmlInputReadCallback;xmlCharEncoding;xmlParserCtxt
xmlCtxtParseDtd,function,parser.c:11474,,,xmlParserInput;xmlChar;xmlNodePtr;xmlDtd;xmlDtdPtr;xmlParserCtxt
xmlParseCtxtExternalEntity,function,parser.c:11884,,,xmlParserInputPtr;xmlChar;xmlNode;xmlNodePtr;XMLPUBFUN;xmlParserCtxt
xmlCtxtParseContent,function,parser.c:12001,,,xmlHashedString;xmlNsPtr;xmlNodePtr;xmlParserInput;xmlParserCtxt;xmlDictPtr;xmlNode;xmlDocPtr
xmlCreateEntityParserCtxt,function,parser.c:12354,,,xmlParserCtxtPtr;xmlParserInputPtr;xmlChar;xmlParserCtxt
